Ýndeks | Python Deðeri | Verilog Deðeri | Fark
14515 | 226 | 225 |   1
14516 | 226 | 225 |   1
14517 | 226 | 225 |   1
14518 | 226 | 225 |   1
14588 | 226 | 225 |   1
14589 | 226 | 225 |   1
14590 | 226 | 225 |   1
14591 | 226 | 225 |   1
14592 | 226 | 225 |   1
14593 | 226 | 225 |   1
14596 | 230 | 229 |   1
14597 | 235 | 234 |   1
14599 | 247 | 246 |   1
14601 | 253 | 252 |   1
14606 | 255 | 254 |   1
14636 | 255 | 254 |   1
14642 | 255 | 254 |   1
14718 | 255 | 254 |   1
14720 | 254 | 253 |   1
14721 | 254 | 253 |   1
14722 | 254 | 253 |   1
14723 | 254 | 253 |   1
14725 | 253 | 252 |   1
14727 | 218 | 219 |   1
14728 | 167 | 164 |   3
14729 | 134 | 133 |   1
14785 | 130 | 129 |   1
14786 | 130 | 129 |   1
14787 | 129 | 128 |   1
14788 | 140 | 139 |   1
14789 | 171 | 170 |   1
14793 | 248 | 247 |   1
14795 | 254 | 253 |   1
14810 | 255 | 254 |   1
14814 | 255 | 254 |   1
14818 | 255 | 254 |   1
14819 | 255 | 254 |   1
14823 | 254 | 253 |   1
14827 | 235 | 234 |   1
14828 | 229 | 228 |   1
14832 | 226 | 225 |   1
14913 | 226 | 225 |   1
14915 | 227 | 226 |   1
14922 | 254 | 253 |   1
14924 | 255 | 254 |   1
14954 | 255 | 254 |   1
14960 | 255 | 254 |   1
15036 | 255 | 254 |   1
15038 | 254 | 253 |   1
15039 | 254 | 253 |   1
15040 | 254 | 253 |   1
15041 | 254 | 253 |   1
15042 | 254 | 253 |   1
15043 | 253 | 252 |   1
15045 | 208 | 209 |   1
15046 | 157 | 154 |   3
15047 | 130 | 129 |   1
15103 | 130 | 129 |   1
15104 | 130 | 129 |   1
15106 | 137 | 136 |   1
15107 | 163 | 162 |   1
15108 | 197 | 198 |   1
15109 | 222 | 221 |   1
15110 | 236 | 235 |   1
15111 | 246 | 245 |   1
15128 | 255 | 254 |   1
15129 | 255 | 254 |   1
15130 | 255 | 254 |   1
15131 | 255 | 254 |   1
15132 | 255 | 254 |   1
15136 | 255 | 254 |   1
15137 | 255 | 254 |   1
15140 | 254 | 253 |   1
15142 | 248 | 247 |   1
15145 | 228 | 227 |   1
15146 | 226 | 225 |   1
15148 | 225 | 224 |   1
15149 | 225 | 224 |   1
15150 | 226 | 225 |   1
15231 | 226 | 225 |   1
15234 | 226 | 225 |   1
15236 | 238 | 237 |   1
15237 | 245 | 244 |   1
15239 | 252 | 251 |   1
15241 | 254 | 253 |   1
15242 | 255 | 254 |   1
15272 | 255 | 254 |   1
15278 | 255 | 254 |   1
15354 | 255 | 254 |   1
15356 | 254 | 253 |   1
15357 | 254 | 253 |   1
15358 | 254 | 253 |   1
15359 | 254 | 253 |   1
15360 | 254 | 253 |   1
15363 | 201 | 202 |   1
15364 | 153 | 150 |   3
15365 | 130 | 129 |   1
15421 | 130 | 129 |   1
15422 | 130 | 129 |   1
15423 | 130 | 129 |   1
15424 | 136 | 135 |   1
15425 | 159 | 157 |   2
15429 | 244 | 243 |   1
15451 | 255 | 254 |   1
15452 | 255 | 254 |   1
15453 | 255 | 254 |   1
15454 | 255 | 254 |   1
15457 | 254 | 253 |   1
15460 | 240 | 239 |   1
15461 | 232 | 231 |   1
15462 | 227 | 226 |   1
15464 | 226 | 225 |   1
15466 | 225 | 224 |   1
15467 | 225 | 224 |   1
15468 | 226 | 225 |   1
15549 | 226 | 225 |   1
15550 | 226 | 225 |   1
15551 | 225 | 224 |   1
15552 | 224 | 223 |   1
15553 | 224 | 223 |   1
15554 | 229 | 228 |   1
15555 | 236 | 235 |   1
15557 | 249 | 248 |   1
15558 | 252 | 251 |   1
15561 | 255 | 254 |   1
15562 | 255 | 254 |   1
15563 | 255 | 254 |   1
15564 | 255 | 254 |   1
15565 | 255 | 254 |   1
15590 | 255 | 254 |   1
15591 | 255 | 254 |   1
15592 | 255 | 254 |   1
15593 | 255 | 254 |   1
15594 | 255 | 254 |   1
15595 | 255 | 254 |   1
15596 | 255 | 254 |   1
15672 | 255 | 254 |   1
15674 | 254 | 253 |   1
15675 | 254 | 253 |   1
15676 | 254 | 253 |   1
15678 | 254 | 253 |   1
15679 | 252 | 251 |   1
15682 | 151 | 149 |   2
15683 | 130 | 129 |   1
15739 | 130 | 129 |   1
15742 | 135 | 134 |   1
15743 | 156 | 155 |   1
15746 | 232 | 231 |   1
15747 | 243 | 242 |   1
15749 | 253 | 252 |   1
15769 | 255 | 254 |   1
15770 | 255 | 254 |   1
15771 | 255 | 254 |   1
15773 | 254 | 253 |   1
15775 | 252 | 251 |   1
15780 | 226 | 225 |   1
15781 | 226 | 225 |   1
15782 | 226 | 225 |   1
15783 | 226 | 225 |   1
15784 | 226 | 225 |   1
15785 | 226 | 225 |   1
15786 | 226 | 225 |   1
15867 | 226 | 225 |   1
15868 | 226 | 225 |   1
15869 | 226 | 225 |   1
15870 | 225 | 224 |   1
15872 | 224 | 223 |   1
15873 | 228 | 227 |   1
15874 | 235 | 234 |   1
15875 | 243 | 242 |   1
15877 | 252 | 251 |   1
15878 | 254 | 253 |   1
15879 | 255 | 254 |   1
15880 | 255 | 254 |   1
15882 | 255 | 254 |   1
15883 | 255 | 254 |   1
15990 | 255 | 254 |   1
15992 | 254 | 253 |   1
15996 | 254 | 253 |   1
15998 | 238 | 239 |   1
16000 | 150 | 147 |   3
16001 | 130 | 129 |   1
16057 | 130 | 129 |   1
16060 | 134 | 133 |   1
16061 | 155 | 153 |   2
16062 | 187 | 188 |   1
16063 | 215 | 214 |   1
16067 | 253 | 252 |   1
16085 | 255 | 254 |   1
16086 | 255 | 254 |   1
16087 | 255 | 254 |   1
16088 | 255 | 254 |   1
16090 | 254 | 253 |   1
16094 | 238 | 237 |   1
16096 | 227 | 226 |   1
16185 | 226 | 225 |   1
16186 | 226 | 225 |   1
16188 | 226 | 225 |   1
16190 | 224 | 223 |   1
16191 | 224 | 223 |   1
16192 | 227 | 226 |   1
16195 | 249 | 248 |   1
16197 | 254 | 253 |   1
16201 | 255 | 254 |   1
16308 | 255 | 254 |   1
16310 | 254 | 253 |   1
16314 | 254 | 253 |   1
16315 | 253 | 252 |   1
16318 | 150 | 148 |   2
16319 | 130 | 129 |   1
16375 | 130 | 129 |   1
16376 | 130 | 129 |   1
16377 | 130 | 129 |   1
16378 | 134 | 133 |   1
16379 | 155 | 154 |   1
16380 | 187 | 188 |   1
16382 | 230 | 229 |   1
16383 | 242 | 241 |   1
16384 | 249 | 248 |   1
16385 | 253 | 252 |   1
16386 | 255 | 254 |   1
16400 | 255 | 254 |   1
16401 | 255 | 254 |   1
16402 | 255 | 254 |   1
16403 | 255 | 254 |   1
16404 | 255 | 254 |   1
16405 | 255 | 254 |   1
16406 | 255 | 254 |   1
16408 | 254 | 253 |   1
16409 | 252 | 251 |   1
16412 | 231 | 230 |   1
16413 | 227 | 226 |   1
16415 | 227 | 226 |   1
16506 | 226 | 225 |   1
16507 | 226 | 225 |   1
16509 | 224 | 223 |   1
16510 | 223 | 222 |   1
16514 | 249 | 248 |   1
16515 | 252 | 251 |   1
16516 | 254 | 253 |   1
16519 | 255 | 254 |   1
16626 | 255 | 254 |   1
16628 | 254 | 253 |   1
16631 | 254 | 253 |   1
16635 | 200 | 201 |   1
16636 | 152 | 150 |   2
16637 | 130 | 129 |   1
16690 | 131 | 130 |   1
16691 | 131 | 130 |   1
16693 | 130 | 129 |   1
16695 | 130 | 129 |   1
16696 | 135 | 134 |   1
16697 | 157 | 156 |   1
16701 | 242 | 241 |   1
16704 | 255 | 254 |   1
16718 | 255 | 254 |   1
16722 | 255 | 254 |   1
16723 | 255 | 254 |   1
16724 | 255 | 254 |   1
16726 | 253 | 252 |   1
16728 | 239 | 238 |   1
16730 | 228 | 227 |   1
16735 | 226 | 225 |   1
16825 | 226 | 225 |   1
16826 | 226 | 225 |   1
16827 | 225 | 224 |   1
16828 | 223 | 222 |   1
16830 | 227 | 226 |   1
16831 | 235 | 234 |   1
16833 | 249 | 248 |   1
16837 | 255 | 254 |   1
16944 | 255 | 254 |   1
16947 | 254 | 253 |   1
16948 | 254 | 253 |   1
16953 | 206 | 207 |   1
16954 | 156 | 153 |   3
16955 | 130 | 129 |   1
17010 | 131 | 130 |   1
17011 | 130 | 129 |   1
17012 | 130 | 129 |   1
17013 | 130 | 129 |   1
17014 | 137 | 136 |   1
17015 | 160 | 159 |   1
17020 | 250 | 249 |   1
17022 | 255 | 254 |   1
17036 | 255 | 254 |   1
17038 | 254 | 253 |   1
17043 | 253 | 252 |   1
17045 | 240 | 239 |   1
17047 | 227 | 226 |   1
17050 | 226 | 225 |   1
17053 | 226 | 225 |   1
17143 | 226 | 225 |   1
17144 | 226 | 225 |   1
17148 | 222 | 221 |   1
17149 | 226 | 225 |   1
17154 | 254 | 253 |   1
17155 | 255 | 254 |   1
17262 | 255 | 254 |   1
17263 | 255 | 254 |   1
17266 | 254 | 253 |   1
17271 | 215 | 216 |   1
17272 | 165 | 162 |   3
17273 | 133 | 132 |   1
17326 | 131 | 130 |   1
17328 | 131 | 130 |   1
17329 | 130 | 129 |   1
17330 | 130 | 129 |   1
17332 | 140 | 139 |   1
17333 | 166 | 165 |   1
17335 | 217 | 216 |   1
17336 | 232 | 231 |   1
17338 | 250 | 249 |   1
17340 | 255 | 254 |   1
17354 | 255 | 254 |   1
17359 | 254 | 253 |   1
17366 | 226 | 225 |   1
17462 | 226 | 225 |   1
17466 | 222 | 221 |   1
17468 | 227 | 226 |   1
17472 | 253 | 252 |   1
17580 | 255 | 254 |   1
17581 | 255 | 254 |   1
17582 | 255 | 254 |   1
17584 | 254 | 253 |   1
17585 | 254 | 253 |   1
17586 | 253 | 252 |   1
17587 | 252 | 251 |   1
17588 | 250 | 249 |   1
17589 | 227 | 228 |   1
17590 | 181 | 180 |   1
17591 | 142 | 141 |   1
17592 | 131 | 130 |   1
17593 | 131 | 130 |   1
17596 | 130 | 129 |   1
17647 | 130 | 129 |   1
17650 | 145 | 144 |   1
17654 | 234 | 233 |   1
17658 | 255 | 254 |   1
17672 | 255 | 254 |   1
17673 | 255 | 254 |   1
17674 | 255 | 254 |   1
17675 | 255 | 254 |   1
17680 | 234 | 233 |   1
17681 | 228 | 227 |   1
17780 | 226 | 225 |   1
17781 | 226 | 225 |   1
17782 | 226 | 225 |   1
17783 | 226 | 225 |   1
17785 | 222 | 221 |   1
17786 | 222 | 221 |   1
17787 | 228 | 227 |   1
17790 | 251 | 250 |   1
17791 | 254 | 253 |   1
17792 | 255 | 254 |   1
17899 | 255 | 254 |   1
17901 | 254 | 253 |   1
17902 | 254 | 253 |   1
17904 | 253 | 252 |   1
17905 | 253 | 252 |   1
17908 | 199 | 200 |   1
17909 | 154 | 152 |   2
17910 | 132 | 131 |   1
17911 | 131 | 130 |   1
17914 | 130 | 129 |   1
17965 | 130 | 129 |   1
17967 | 135 | 134 |   1
17968 | 153 | 152 |   1
17970 | 207 | 206 |   1
17973 | 246 | 245 |   1
17975 | 254 | 253 |   1
17976 | 255 | 254 |   1
17990 | 255 | 254 |   1
17993 | 255 | 254 |   1
17994 | 254 | 253 |   1
17997 | 236 | 235 |   1
17998 | 229 | 228 |   1
17999 | 226 | 225 |   1
18000 | 226 | 225 |   1
18102 | 226 | 225 |   1
18103 | 224 | 223 |   1
18105 | 222 | 221 |   1
18106 | 230 | 229 |   1
18107 | 240 | 239 |   1
18111 | 255 | 254 |   1
18112 | 255 | 254 |   1
18113 | 255 | 254 |   1
18114 | 255 | 254 |   1
18216 | 255 | 254 |   1
18217 | 255 | 254 |   1
18219 | 254 | 253 |   1
18220 | 254 | 253 |   1
18226 | 215 | 216 |   1
18227 | 168 | 166 |   2
18228 | 136 | 135 |   1
18229 | 130 | 129 |   1
18283 | 130 | 129 |   1
18285 | 140 | 139 |   1
18286 | 164 | 163 |   1
18288 | 211 | 210 |   1
18292 | 252 | 251 |   1
18294 | 255 | 254 |   1
18308 | 255 | 254 |   1
18312 | 253 | 252 |   1
18315 | 230 | 229 |   1
18316 | 226 | 225 |   1
18317 | 226 | 225 |   1
18318 | 226 | 225 |   1
18319 | 226 | 225 |   1
18320 | 226 | 225 |   1
18423 | 219 | 218 |   1
18424 | 223 | 222 |   1
18425 | 233 | 232 |   1
18432 | 255 | 254 |   1
18534 | 255 | 254 |   1
18537 | 254 | 253 |   1
18538 | 254 | 253 |   1
18544 | 229 | 230 |   1
18545 | 187 | 186 |   1
18546 | 147 | 146 |   1
18549 | 131 | 130 |   1
18550 | 131 | 130 |   1
18598 | 131 | 130 |   1
18601 | 130 | 129 |   1
18602 | 132 | 131 |   1
18603 | 149 | 147 |   2
18606 | 217 | 216 |   1
18607 | 231 | 230 |   1
18610 | 253 | 252 |   1
18626 | 255 | 254 |   1
18627 | 255 | 254 |   1
18630 | 250 | 249 |   1
18631 | 242 | 241 |   1
18633 | 227 | 226 |   1
18635 | 226 | 225 |   1
18636 | 226 | 225 |   1
18637 | 226 | 225 |   1
18638 | 226 | 225 |   1
18739 | 226 | 225 |   1
18740 | 224 | 223 |   1
18741 | 220 | 219 |   1
18742 | 219 | 218 |   1
18744 | 236 | 235 |   1
18748 | 254 | 253 |   1
18749 | 254 | 253 |   1
18751 | 255 | 254 |   1
18852 | 255 | 254 |   1
18855 | 254 | 253 |   1
18856 | 254 | 253 |   1
18857 | 254 | 253 |   1
18860 | 252 | 251 |   1
18863 | 210 | 211 |   1
18864 | 167 | 166 |   1
18865 | 138 | 136 |   2
18866 | 131 | 130 |   1
18868 | 131 | 130 |   1
18914 | 130 | 129 |   1
18916 | 131 | 130 |   1
18917 | 131 | 130 |   1
18919 | 131 | 130 |   1
18920 | 140 | 138 |   2
18921 | 162 | 161 |   1
18926 | 246 | 245 |   1
18930 | 255 | 254 |   1
18944 | 255 | 254 |   1
18945 | 255 | 254 |   1
18947 | 252 | 251 |   1
18949 | 236 | 235 |   1
18951 | 226 | 225 |   1
18952 | 226 | 225 |   1
18953 | 226 | 225 |   1
18954 | 226 | 225 |   1
18955 | 226 | 225 |   1
18956 | 226 | 225 |   1
19057 | 226 | 225 |   1
19059 | 223 | 222 |   1
19061 | 219 | 218 |   1
19062 | 228 | 227 |   1
19063 | 239 | 238 |   1
19064 | 247 | 246 |   1
19065 | 252 | 251 |   1
19067 | 254 | 253 |   1
19069 | 255 | 254 |   1
19170 | 255 | 254 |   1
19171 | 255 | 254 |   1
19177 | 254 | 253 |   1
19179 | 252 | 251 |   1
19183 | 151 | 150 |   1
19184 | 132 | 131 |   1
19186 | 131 | 130 |   1
19231 | 130 | 129 |   1
19232 | 130 | 129 |   1
19233 | 130 | 129 |   1
19237 | 135 | 134 |   1
19238 | 152 | 151 |   1
19240 | 201 | 200 |   1
19241 | 216 | 215 |   1
19242 | 230 | 229 |   1
19243 | 241 | 240 |   1
19246 | 254 | 253 |   1
19248 | 255 | 254 |   1
19262 | 255 | 254 |   1
19264 | 254 | 253 |   1
19266 | 240 | 239 |   1
19267 | 231 | 230 |   1
19268 | 227 | 226 |   1
19270 | 226 | 225 |   1
19271 | 226 | 225 |   1
19272 | 226 | 225 |   1
19379 | 217 | 216 |   1
19380 | 222 | 221 |   1
19381 | 233 | 232 |   1
19382 | 243 | 242 |   1
19386 | 254 | 253 |   1
19387 | 255 | 254 |   1
19489 | 255 | 254 |   1
19490 | 255 | 254 |   1
19491 | 255 | 254 |   1
19492 | 255 | 254 |   1
19493 | 255 | 254 |   1
19494 | 255 | 254 |   1
19495 | 255 | 254 |   1
19498 | 251 | 250 |   1
19500 | 217 | 218 |   1
19501 | 176 | 175 |   1
19502 | 143 | 141 |   2
19503 | 131 | 130 |   1
19550 | 130 | 129 |   1
19551 | 130 | 129 |   1
19553 | 131 | 130 |   1
19554 | 133 | 132 |   1
19555 | 145 | 144 |   1
19556 | 169 | 168 |   1
19561 | 245 | 244 |   1
19563 | 253 | 252 |   1
19564 | 254 | 253 |   1
19566 | 255 | 254 |   1
19580 | 255 | 254 |   1
19584 | 235 | 234 |   1
19586 | 226 | 225 |   1
19588 | 226 | 225 |   1
19589 | 226 | 225 |   1
19590 | 226 | 225 |   1
19694 | 226 | 225 |   1
19695 | 226 | 225 |   1
19697 | 218 | 217 |   1
19698 | 218 | 217 |   1
19699 | 226 | 225 |   1
19701 | 246 | 245 |   1
19703 | 253 | 252 |   1
19704 | 254 | 253 |   1
19705 | 255 | 254 |   1
19811 | 255 | 254 |   1
19812 | 255 | 254 |   1
19813 | 255 | 254 |   1
19814 | 255 | 254 |   1
19815 | 254 | 253 |   1
19816 | 252 | 251 |   1
19818 | 236 | 237 |   1
19819 | 206 | 207 |   1
19820 | 167 | 165 |   2
19821 | 139 | 138 |   1
19867 | 131 | 130 |   1
19870 | 131 | 130 |   1
19871 | 133 | 132 |   1
19872 | 142 | 141 |   1
19877 | 233 | 232 |   1
19878 | 243 | 242 |   1
19879 | 249 | 248 |   1
19881 | 254 | 253 |   1
19883 | 255 | 254 |   1
19884 | 255 | 254 |   1
19898 | 255 | 254 |   1
19899 | 254 | 253 |   1
19901 | 240 | 239 |   1
19902 | 230 | 229 |   1
19903 | 226 | 225 |   1
19904 | 226 | 225 |   1
20011 | 226 | 225 |   1
20012 | 226 | 225 |   1
20013 | 226 | 225 |   1
20015 | 221 | 220 |   1
20016 | 216 | 215 |   1
20017 | 220 | 219 |   1
20019 | 242 | 241 |   1
20023 | 255 | 254 |   1
20042 | 255 | 254 |   1
20043 | 255 | 254 |   1
20044 | 255 | 254 |   1
20045 | 255 | 254 |   1
20046 | 255 | 254 |   1
20047 | 255 | 254 |   1
20048 | 255 | 254 |   1
20129 | 255 | 254 |   1
20130 | 255 | 254 |   1
20131 | 255 | 254 |   1
20132 | 255 | 254 |   1
20133 | 255 | 254 |   1
20135 | 251 | 250 |   1
20136 | 246 | 245 |   1
20137 | 231 | 232 |   1
20139 | 162 | 161 |   1
20140 | 138 | 137 |   1
20143 | 130 | 129 |   1
20145 | 130 | 129 |   1
20146 | 130 | 129 |   1
20182 | 130 | 129 |   1
20184 | 131 | 130 |   1
20186 | 131 | 130 |   1
20187 | 131 | 130 |   1
20189 | 140 | 139 |   1
20190 | 159 | 158 |   1
20193 | 216 | 215 |   1
20194 | 229 | 228 |   1
20195 | 240 | 239 |   1
20197 | 252 | 251 |   1
20198 | 254 | 253 |   1
20201 | 255 | 254 |   1
20211 | 255 | 254 |   1
20212 | 255 | 254 |   1
20213 | 255 | 254 |   1
20215 | 255 | 254 |   1
20216 | 255 | 254 |   1
20220 | 227 | 226 |   1
20222 | 226 | 225 |   1
20335 | 216 | 215 |   1
20336 | 225 | 224 |   1
20337 | 237 | 236 |   1
20340 | 254 | 253 |   1
20341 | 255 | 254 |   1
20342 | 255 | 254 |   1
20343 | 255 | 254 |   1
20344 | 255 | 254 |   1
20345 | 255 | 254 |   1
20360 | 255 | 254 |   1
20366 | 255 | 254 |   1
20447 | 255 | 254 |   1
20448 | 255 | 254 |   1
20449 | 255 | 254 |   1
20451 | 255 | 254 |   1
20458 | 162 | 160 |   2
20459 | 139 | 137 |   2
20460 | 131 | 130 |   1
20461 | 130 | 129 |   1
20463 | 130 | 129 |   1
20464 | 130 | 129 |   1
20503 | 131 | 130 |   1
20505 | 132 | 131 |   1
20506 | 140 | 139 |   1
20507 | 158 | 157 |   1
20511 | 226 | 225 |   1
20514 | 250 | 249 |   1
20515 | 253 | 252 |   1
20516 | 255 | 254 |   1
20517 | 255 | 254 |   1
20518 | 255 | 254 |   1
20519 | 255 | 254 |   1
20529 | 255 | 254 |   1
20530 | 255 | 254 |   1
20531 | 255 | 254 |   1
20532 | 255 | 254 |   1
20533 | 255 | 254 |   1
20534 | 254 | 253 |   1
20535 | 250 | 249 |   1
20538 | 226 | 225 |   1
20540 | 226 | 225 |   1
20653 | 215 | 214 |   1
20656 | 242 | 241 |   1
20657 | 249 | 248 |   1
20659 | 255 | 254 |   1
20660 | 255 | 254 |   1
20663 | 255 | 254 |   1
20678 | 255 | 254 |   1
20684 | 255 | 254 |   1
20770 | 255 | 254 |   1
20773 | 249 | 248 |   1
20775 | 227 | 228 |   1
20777 | 163 | 162 |   1
20778 | 140 | 139 |   1
20779 | 131 | 130 |   1
20781 | 130 | 129 |   1
20820 | 130 | 129 |   1
20821 | 130 | 129 |   1
20822 | 132 | 131 |   1
20823 | 141 | 139 |   2
20824 | 158 | 157 |   1
20827 | 212 | 211 |   1
20829 | 235 | 234 |   1
20830 | 244 | 243 |   1
20831 | 249 | 248 |   1
20834 | 255 | 254 |   1
20847 | 255 | 254 |   1
20848 | 255 | 254 |   1
20849 | 255 | 254 |   1
20850 | 255 | 254 |   1
20853 | 247 | 246 |   1
20855 | 228 | 227 |   1
20856 | 225 | 224 |   1
20858 | 226 | 225 |   1
20859 | 226 | 225 |   1
20971 | 216 | 215 |   1
20972 | 216 | 215 |   1
20976 | 252 | 251 |   1
20978 | 255 | 254 |   1
20981 | 255 | 254 |   1
20996 | 255 | 254 |   1
21002 | 255 | 254 |   1
21088 | 255 | 254 |   1
21089 | 254 | 253 |   1
21091 | 251 | 250 |   1
21092 | 249 | 248 |   1
21095 | 200 | 201 |   1
21096 | 168 | 167 |   1
21097 | 144 | 142 |   2
21098 | 133 | 132 |   1
21134 | 131 | 130 |   1
21137 | 130 | 129 |   1
21139 | 134 | 133 |   1
21140 | 144 | 143 |   1
21144 | 213 | 212 |   1
21151 | 254 | 253 |   1
21152 | 255 | 254 |   1
21167 | 255 | 254 |   1
21172 | 233 | 232 |   1
21176 | 226 | 225 |   1
21177 | 226 | 225 |   1
21289 | 218 | 217 |   1
21290 | 214 | 213 |   1
21291 | 221 | 220 |   1
21292 | 234 | 233 |   1
21299 | 255 | 254 |   1
21314 | 255 | 254 |   1
21320 | 255 | 254 |   1
21406 | 255 | 254 |   1
21412 | 244 | 243 |   1
21414 | 206 | 207 |   1
21415 | 177 | 176 |   1
21416 | 153 | 151 |   2
21417 | 138 | 136 |   2
21420 | 130 | 129 |   1
21421 | 130 | 129 |   1
21426 | 130 | 129 |   1
21449 | 130 | 129 |   1
21450 | 130 | 129 |   1
21454 | 130 | 129 |   1
21455 | 132 | 131 |   1
21456 | 138 | 137 |   1
21457 | 151 | 150 |   1
21460 | 202 | 201 |   1
21466 | 251 | 250 |   1
21468 | 253 | 252 |   1
21470 | 255 | 254 |   1
21477 | 255 | 254 |   1
21478 | 255 | 254 |   1
21479 | 255 | 254 |   1
21480 | 255 | 254 |   1
21481 | 255 | 254 |   1
21482 | 255 | 254 |   1
21483 | 255 | 254 |   1
21484 | 255 | 254 |   1
21486 | 254 | 253 |   1
21487 | 253 | 252 |   1
21489 | 239 | 238 |   1
21490 | 230 | 229 |   1
21491 | 226 | 225 |   1
21493 | 226 | 225 |   1
21494 | 226 | 225 |   1
21608 | 214 | 213 |   1
21610 | 229 | 228 |   1
21611 | 241 | 240 |   1
21614 | 254 | 253 |   1
21617 | 255 | 254 |   1
21632 | 255 | 254 |   1
21633 | 255 | 254 |   1
21634 | 255 | 254 |   1
21635 | 255 | 254 |   1
21636 | 255 | 254 |   1
21637 | 255 | 254 |   1
21638 | 255 | 254 |   1
21724 | 255 | 254 |   1
21725 | 255 | 254 |   1
21727 | 254 | 253 |   1
21729 | 252 | 251 |   1
21735 | 165 | 163 |   2
21736 | 146 | 145 |   1
21737 | 135 | 134 |   1
21741 | 130 | 129 |   1
21742 | 130 | 129 |   1
21743 | 130 | 129 |   1
21744 | 130 | 129 |   1
21766 | 130 | 129 |   1
21767 | 130 | 129 |   1
21768 | 130 | 129 |   1
21769 | 131 | 130 |   1
21771 | 132 | 131 |   1
21772 | 136 | 135 |   1
21773 | 145 | 143 |   2
21774 | 159 | 158 |   1
21777 | 206 | 205 |   1
21778 | 217 | 216 |   1
21779 | 228 | 227 |   1
21784 | 253 | 252 |   1
21786 | 254 | 253 |   1
21788 | 255 | 254 |   1
21795 | 255 | 254 |   1
21803 | 254 | 253 |   1
21809 | 226 | 225 |   1
21810 | 226 | 225 |   1
21811 | 226 | 225 |   1
21812 | 226 | 225 |   1
21924 | 226 | 225 |   1
21926 | 215 | 214 |   1
21927 | 214 | 213 |   1
21928 | 224 | 223 |   1
21931 | 252 | 251 |   1
21933 | 255 | 254 |   1
21934 | 255 | 254 |   1
21935 | 255 | 254 |   1
22043 | 255 | 254 |   1
22046 | 254 | 253 |   1
22052 | 224 | 225 |   1
22053 | 204 | 205 |   1
22055 | 160 | 158 |   2
22056 | 144 | 142 |   2
22057 | 135 | 134 |   1
22058 | 131 | 130 |   1
22060 | 130 | 129 |   1
22084 | 130 | 129 |   1
22088 | 137 | 136 |   1
22089 | 144 | 143 |   1
22090 | 155 | 154 |   1
22095 | 221 | 220 |   1
22096 | 231 | 230 |   1
22098 | 246 | 245 |   1
22099 | 250 | 249 |   1
22102 | 254 | 253 |   1
22103 | 254 | 253 |   1
22105 | 255 | 254 |   1
22113 | 255 | 254 |   1
22115 | 254 | 253 |   1
22116 | 254 | 253 |   1
22117 | 254 | 253 |   1
22118 | 254 | 253 |   1
22119 | 254 | 253 |   1
22121 | 254 | 253 |   1
22123 | 252 | 251 |   1
22125 | 233 | 232 |   1
22126 | 227 | 226 |   1
22245 | 212 | 211 |   1
22246 | 220 | 219 |   1
22247 | 234 | 233 |   1
22250 | 254 | 253 |   1
22251 | 255 | 254 |   1
22361 | 255 | 254 |   1
22364 | 254 | 253 |   1
22366 | 253 | 252 |   1
22368 | 251 | 250 |   1
22370 | 243 | 242 |   1
22372 | 219 | 220 |   1
22373 | 199 | 200 |   1
22374 | 179 | 178 |   1
22375 | 161 | 160 |   1
22376 | 148 | 146 |   2
22377 | 138 | 137 |   1
22378 | 133 | 132 |   1
22379 | 131 | 130 |   1
22380 | 131 | 130 |   1
22401 | 130 | 129 |   1
22403 | 133 | 132 |   1
22404 | 139 | 137 |   2
22405 | 147 | 146 |   1
22406 | 158 | 157 |   1
22411 | 218 | 217 |   1
22412 | 226 | 225 |   1
22415 | 248 | 247 |   1
22417 | 253 | 252 |   1
22418 | 254 | 253 |   1
22423 | 255 | 254 |   1
22431 | 255 | 254 |   1
22433 | 254 | 253 |   1
22434 | 254 | 253 |   1
22435 | 254 | 253 |   1
22436 | 254 | 253 |   1
22437 | 254 | 253 |   1
22439 | 254 | 253 |   1
22441 | 251 | 250 |   1
22443 | 232 | 231 |   1
22560 | 226 | 225 |   1
22561 | 225 | 224 |   1
22562 | 218 | 217 |   1
22563 | 212 | 210 |   2
22564 | 217 | 216 |   1
22565 | 231 | 230 |   1
22569 | 255 | 254 |   1
22570 | 255 | 254 |   1
22679 | 255 | 254 |   1
22682 | 254 | 253 |   1
22686 | 253 | 252 |   1
22687 | 252 | 251 |   1
22689 | 246 | 245 |   1
22692 | 217 | 218 |   1
22693 | 201 | 202 |   1
22695 | 169 | 168 |   1
22696 | 156 | 154 |   2
22697 | 146 | 144 |   2
22698 | 140 | 139 |   1
22699 | 135 | 134 |   1
22700 | 131 | 130 |   1
22701 | 130 | 129 |   1
22705 | 130 | 129 |   1
22706 | 130 | 129 |   1
22707 | 130 | 129 |   1
22709 | 130 | 129 |   1
22710 | 130 | 129 |   1
22715 | 131 | 130 |   1
22716 | 131 | 130 |   1
22717 | 132 | 131 |   1
22718 | 135 | 134 |   1
22719 | 140 | 138 |   2
22720 | 145 | 143 |   2
22721 | 152 | 151 |   1
22722 | 163 | 162 |   1
22728 | 225 | 224 |   1
22729 | 233 | 232 |   1
22736 | 255 | 254 |   1
22737 | 255 | 254 |   1
22738 | 255 | 254 |   1
22741 | 255 | 254 |   1
22750 | 255 | 254 |   1
22757 | 254 | 253 |   1
22761 | 230 | 229 |   1
